"Title","Category","Mission, Purpose, and Organization Description","Contact Information Email","Members","Status","Test ","Attachments","Social Media"
"Malayali Comet Association","Cultural","Malayali Comet Association is driven by a commitment to preserving and promoting Malayali culture, fostering inclusivity and community, supporting member growth and development, educating others about Kerala's heritage, collaborating with partners, and advocating for the interests of its members.","axa220171@utdallas.edu","140","Active",,"0","https://www.instagram.com/mcautd/"
"Hansini","Cultural, Special Interest","The primary purpose of Hansini is to render a path for UTD students to expand their knowledge of classical Indian dance forms. Hansini strives to achieve this goal in the following ways:
- Cultivate knowledge of a variety of classical Indian dances through guest speakers, dance teachers and representatives of the art forms, fostering the potential of the members’ interests. Components of classical Indian dance include history, formation practices, and stages of becoming a professional dancer.
- Encourage self-confidence in students’ performance by providing opportunities to learn from classical Indian dance teachers and by building personal competencies.
- Promote inter-organizational relations with other cultural groups, dance teams, and philanthropic organizations.
- Honor accomplishments in debut, showcase of performance, annual recitals, license/certification of teaching, and mastering dance formations by presenting recognition and awards to the member(s).","sxc220151@utdallas.edu","25","Active",,"0","https://www.instagram.com/utdhansini/"
"Generative AI","Special Interest","Generative AI is dedicated to advancing the understanding, development, and application of Generative AI technologies among the student body. Gen AI aims to foster innovation, ethical awareness, and professional growth in this dynamic field through educational workshops, project-based learning, networking opportunities, and ethical discussions.","tsp220001@utdallas.edu","10","Active",,"0","https://www.instagram.com/genaiatutd/"
"WeTeach","Academic Interests, Educational/Departmental, ","ARTICLE II: Purpose
The purpose of WeTeach at UTD shall be to assemble students who aspire to be teachers, promote STEM education on and off campus, and provide professional development enrichment in a fun, engaging environment.","kxm210091@utdallas.edu","10","Active",,"0","https://www.instagram.com/utd.weteach/"
"Sigma Lambda Alpha Sorority, Inc.","Fraternity & Sorority Life, Greek","The mission of Sigma Lambda Alpha Sorority, Inc. is to promote the importance of community service involvement and academic achievement as well as to educate and excel the stance of Latina Cultures in this diversely enriched society.","petra.escajeda@utdallas.edu","22","Active",,"0",
"Institiute of Electrical and Electronics Engineers","Academic Interests, Educational/Departmental","The purpose shall be the dissemination of knowledge of the theory and practice of all aspects of electrical and computer engineering, electronics, radio, allied branches of engineering or the related arts and sciences, as well as the furtherance of the professional development of the students.","shruthigna.chandupatla@utdallas.edu","150","Active",,"0","https://www.ieeeutd.org/"
"Comet Tutors","Academic Interests, Educational/Departmental","The mission of CometTutors is to further democratize secondary education further in the Dallas Fort Worth community through tutoring, guidance, and volunteering. We hope to bridge the gap in education between students and help provide consistency in the lives of students who may lack a guiding voice in their academic careers.","srj210004@utdallas.edu","11","Active",,"0","https://linktr.ee/utdcomettutors"
"Noor Al-Yateem","Services","Our mission is to provide unwavering support, love, and a nurturing environment for orphaned and refugee children, empowering them to thrive despite their circumstances. Through comprehensive care, education, and mentorship, we aim to instill confidence, skills, and hope for a brighter future. Committed to each child's holistic development, we foster a sense of belonging and family, ensuring their emotional, physical, and psychological well-being. Our organization strives to equip these beautiful souls with the tools and opportunities needed to become self-resilient, compassionate individuals, positively impacting their communities and beyond.","rxi210000@utdallas.edu","8","Active",,"0",
"Rainbow Guard","Political, Social","Rainbow Guard is a progressive organization focused on liberation for all marginalized groups. This server is politically focused but we welcome off-topic discussion and socialization. Our goal is to organize our community to stand against bigotry, educate members on current events and political theory, and bridge the queer community with other leftist organizations both on campus and in the general community.","aaa2000@utdallas.edu","15","Active",,"0","https://www.instagram.com/rainbowguardutd/"
"Women's Pickleball Club","Club Sports","The purpose of our club is to provide a supportive and inclusive community for women who share an interest in playing pickleball. This club offers opportunities for women to connect, socialize, and improve their pickleball skills through organized games, events, and activities. By promoting fitness, friendship, and a sense of belonging among its members.","nah220002@utdallas.edu","30","Active",,"0","https://sites.google.com/view/utdwpc/home"
"Racquetball Club","Club Sports, Recreation","The purpose of the Racquetball Club is to promote physical activity, recreation, and social gathering through UTD students meeting to partake in the sport of racquetball.","ldd220000@utdallas.edu",,"Active",,"0","https://www.instagram.com/utd_racquetball_club/"
"Gamma Theta Upsilon - Mu Gamma Chapter","Academic Interests, Honor, Special Interest","Mission:
To form a collective of geography professionals who will apply geographic knowledge and skills in service to humankind throughout their academic and professional lives.

Purpose:
1. To further professional interest in geography by affording a common organization for those interested in this field.
2. To strengthen student and professional training through academic experiences other than those of the classroom and laboratory.
3. To advance the status of geography as a cultural and practical discipline for study and investigation.
4. To encourage student research of high quality and to provide an outlet for publication.
5. To create and administer funds for furthering graduate study and/or research in the field of geography.

Organization description:
Gamma Theta Upsilon is classified as a Specialized Honor Society by the Association of College Honor Societies","Crystal.Conway@utdallas.edu","7","Active",,"1",
"Biomedical Engineering and Innovation Society","Academic Interests, Social","The Biomedical Engineering and Innovation Society's mission and purpose is to:

Foster Innovation: Encourage creative problem-solving and the development of cutting-edge medical technologies.
Promote Interdisciplinary Collaboration: Facilitate cross-disciplinary collaboration among students from various academic backgrounds.
Provide Educational Resources: Offer workshops, guest lectures, and networking opportunities to enhance students' knowledge and skills in biomedical engineering.

The Biomedical Engineering and Innovation Society (BEIS) at the University of Texas at Dallas aims to serve as a dynamic platform where medicine and engineering converge, fostering innovation and interdisciplinary collaboration. Our mission is to empower students to develop innovative medical devices and solutions that address real-world healthcare challenges.
","sxs220444@utdallas.edu","13","Active",,"0","https://www.instagram.com/utdbeis/"
"CERT UTD","Services","The initiative to start a Campus Emergency Response Team (CERT) at UTD is motivated by the ability to offer valuable emergency management training at no cost to students, thanks to sponsorship. Typically, comprehensive emergency response training can be quite expensive, often exceeding $1,500 per participant. However, with sponsors able to provide this training for free, it opens up opportunities for many students and staff who might otherwise be unable to afford such essential education. The aim of this organization is to allow students to obtain basic life support certification free of charge within a short period of time. This organization is already has national chapters including the Dallas Community Emergency Response Team (CERT) we are hoping to open the first campus chapter at UTD in the form of the campus emergency response team (CERT).","axb210226@utdallas.edu","5","Active",,"0",
"The University of Texas at Dallas Undergraduate Law Review","Educational/Departmental","The purpose of the law review shall be to develop critical and analytical thinking, interdisciplinary dialogue, and academic excellence by studying and practicing the skills of legal research and writing. The law review aims to create an academic forum where students can engage in discourse and the free exchange of ideas with an emphasis on legal scholarship, regardless of desire or intention to pursue a higher education in legal studies or the legal industry. Ultimately, participation in the law review will help develop students into more active members of their community, locally, nationally, and globally.

The law review shall produce and publish scholarly written content as its primary work. An annual journal composed of long-form legal writing, consistent with the Chicago Style citation format, is the central publication of the law review. This format will be used until comprehensive training for Bluebook citation style is developed for all staff, after which the organization will transition to Bluebook citations. The law review may also publish other forms of work, including short- form publications, notes, articles, or multimedia that align with the purpose of the law review.

The law review shall hold meetings and events, as outlined in Article IV, for the efficient management of the law review, sufficient training, and mentorship for its membership, and facilitating organized, respectful, and academic forums for the exchange of ideas.","zvt170030@utdallas.edu","146","Active",,"0","https://www.linkedin.com/in/utdulr/"
"Valorant Club UTD","Club Sports, Social","The purpose of the Valorant Club is to provide a fun and safe space for casual and esports players alike to congregate and find solidarity among fellow gamers.","CXH220003@utdallas.edu","13","Active",,"0",
"Pre Pharmacy Association","Academic Interests, Educational/Departmental, Special Interest","The purpose of the Pre Pharmacy Association (PPA) shall be to collectively provide the resources necessary to achieve success as a prepharmacy student. To work towards this goal, PPA intends to connect students with information, individuals, and activities to help them develop, explore, and advance their interest in pharmacy and other health professions. The group also seeks to service the community, both within and outside the University, as fundamental to its role. PPA notifies members of upcoming service events, presents guest speakers, and educates them on the admissions and application process to colleges of pharmacy. PPA also provides social events to promote a sense of friendship and community among its congregation.","tmn210002@utdallas.edu","7","Active",,"0","https://www.instagram.com/prepharmacyutd/"
"Melisma Classical Vocal Ensemble","Art and Music","Melisma Classical Vocal Ensemble is a student-led vocal group dedicated to exploring, studying, and performing primarily Western early/classical vocal music. The organization provides a space for members to develop their individual voices and provides opportunities for musicians to collaborate within and outside the organization. Melisma Classical Vocal Ensemble strives to educate the local community about classical vocal music and singing in general.","kav200002@utdallas.edu","9","Active",,"0","https://www.instagram.com/melismautd/"
"Creative Writers Guild","Art and Music","At the Creative Writers Guild we strive to provide an inclusive space for writers here at UTD to share their personal works, get feedback, and talk about issues they may be having during their writing process. We also do a variety of writing adjacent activities such as Blackout Poetry, Book Tier Lists, discussing the ""Worst Words"" etc.","oas220001@utdallas.edu","15","Active",,"0","https://www.instagram.com/utdcreativewritersguild/"
"Child Learning UTD","Academic Interests, Educational/Departmental","It allows students to engage in a environment where they can learn and socialize with others who are interested in learning about children","Jxr210005@utdallas.edu, ssm220016@utdallas.edu","6","Active",,"0","https://www.instagram.com/cl.utd/"
"Comet Science Olympiad Student Organization","Eduational/Departmental","The general purpose of Comet SciOly is to spread the curiosity of STEM fields to middle and high school students through the Science Olympiad competition.","msw220002@utdallas.edu","10","Active",,"0",
"Audio Design Association","Art and Music, Special Interest","Our organization's purpose is to create a space for aspiring sound designers or those with a passion for audio to explore the field on a deeper level as well as collaborate with like-minded students through audio-specific events (such as studying foley, postproduction, mixing music, guest speakers from the industry) that would be hosted by the club.","axm220371@utdallas.edu","5","Active",,"0","https://www.instagram.com/ada_utd/"
"JSOM Friday Toastmasters","Special Interest","JSOM Friday Toastmasters is an official organization located in the Naveen Jindal School of Management at The University of Texas at Dallas. We are UTD affiliates-only for membership.

Our mission is to provide a supportive and positive learning experience in which members are empowered to develop communication and leadership skills, resulting in greater self-confidence and personal growth.","mukhammad.asamov@utdallas.edu","23","Active",,"0","https://jmts.toastmastersclubs.org/"
"Caribbean Student's Association","Cultural, Educational/Departmental, Social","To inform and express Caribbean culture and history to the student body of UTD students.","JAH220001@utdallas.edu","8","Active",,"0","https://www.instagram.com/utdcaribbean/"
"Vibha UTD","Services","Our goal for the Vibha Chapter at the University of Texas at Dallas is to establish internal and external operations to increase awareness of the lack of educational resources in India while also positively impacting students with personalized mentorship. Vibha is a volunteer-driven non-profit organization that provides educational opportunities for underprivileged children. Founded in 1991, Vibha has established a presence in 46 cities and is constantly expanding through the increased interest of our volunteers.","sxp210238@utdallas.edu","5","Active",,"0","https://www.instagram.com/vibhautd/"
"The Cyber Defense and Response Unit","Educational/Departmental, Special Interest","The mission of this organization is to foster academic exploration and build a robust community of defense-oriented cyber professionals. We are committed to training the next generation of cyber defenders by offering comprehensive education, training, and hands-on experiences in key areas such as digital forensics, incident response, and cyber defense. Our goal is to equip our members with the skills and knowledge necessary to protect individuals and organizations, while promoting ethical and responsible practices in the field of cybersecurity.","jma220001@utdallas.edu","6","Active",,"0","https://discord.gg/BbmtDfHN"
"Society for Industrial and Applied Mathematics (SIAM)","Academic Interests, Educational/Departmental","The Society for Industrial and Applied Mathematics (SIAM) student chapter at The University of Texas at Dallas is dedicated to advancing the application of mathematics to real-world problems in industry, science, and technology. Our mission is to foster a community of students who are passionate about solving practical challenges through applied mathematics.

Our chapter provides a unique platform for both undergraduate and graduate students to connect, learn, and grow academically and professionally. We focus on promoting the use of mathematics in practical applications, encouraging interdisciplinary collaboration, and providing access to research, internships, and professional development opportunities. By engaging with peers and professionals across various fields, our members gain valuable insights and experiences that enhance their academic and career prospects.","aidan.gettemy@utdallas.edu, sayoni.chakraborty@utdallas.edu","20","Active",,"0","https://math.utdallas.edu/resources/student-organizations/siam-student-chapter/"
"College Democrats at UTD","Political","To provide a meeting place for liberal and progressive students and faculty. To promote democratic values, in accordance with the Texas Democratic Party and National Democratic Party platforms, and to encourage political involvement within the UT Dallas community.","hjs220001@utdallas.edu","8","Active",,"0","https://linktr.ee/collegedemsutd?fbclid=PAZXh0bgNhZW0CMTEAAaYrH5Lpz43TpqfO-sXn_yNjvHt8qmOjvYLU9QS4Vr6ajl7vWT4fFIGJBPE_aem_AU_CIPBz7AUpzPxz5n6OS8p0414w9NTfV863lGrM1jS92uAJzTUCxb1ufEzvLHDM_nQGBJRCRtvMs6UD69KRAHQa"
"Future Army Officers Association","Academic Interests, Educational/Departmental, Honor, Services, Social, University Department","Section 1: The purpose of the Future Army Officers Association is to enable students, specifically Cadets, the opportunity to represent the University of Texas at Dallas Military Science Program. We aim to help those in the program to increase physical fitness, build technical skills, and building spirit de corps.
Section 2: The Future Army Officers Association shall coordinate and conduct weekly practices, activities, programs, and fund-raising events that are in support of the goals of the organization. Future Army Officers Association will organize a team to compete in various local, state, and national competitions throughout the year.","pxe210008@utdallas.edu","30","Active",,"0","https://www.instagram.com/utd_rotc/"
"Med Ethics UTD","Academic Interests, Services","Mission Statement
Our mission is to foster a deeper understanding of medical ethics by creating an environment where students can engage in meaningful discussions, volunteer in underserved communities, and collaborate with organizations dedicated to improving healthcare access. We aim to equip future healthcare professionals with the ethical foundation necessary to navigate the complexities of modern medicine.

Purpose
Med Ethics UTD aims to explore ethical issues in modern medicine while giving back to the community. We engage in discussions, volunteer work, and fundraising to help improve healthcare in underserved areas.

Organization Description
Med Ethics UTD is a student group focused on ethical discussions in healthcare and helping the community. We host discussions about important medical topics and partner with organizations to support local underserved areas. Through volunteering and fundraising, we strive to make a positive impact while learning about the ethics of medicine.","sxp210241@utdallas.edu","10","Active",,"0","https://www.instagram.com/medethicsutd/"
"JKYog YUVA at UTD","Cultural, Social, Religious","Recognizing that success is not merely measured by external achievements but by an individual's ability to lead a meaningful and fulfilling life, JKYog YUVA at UTD aims to nurture holistic wellbeing and empower individuals with the tools, knowledge, and inspiration to lead lives of purpose and service. Through a blend of spiritual wisdom, personal development, and community engagement, we aim to cultivate a supportive environment where students can explore their potential, deepen their understanding of timeless philosophical teachings, and actively contribute to creating a more compassionate and harmonious world. JKYog YUVA at UTD’s mission is to foster a generation that is not only successful but also deeply connected to their inner selves and the world around them.","kxp210030@utdallas.edu","15","Active",,"0","https://www.instagram.com/jkyogyuva/"
"Paper for Water","Art and Music, Services","Paper for Water strives to exchange origami kusudamas (paper ornaments with Japanese roots) for charitable donations that fund the development of delivering and establishing clean water in communities with little access to such. This organization is primarily under the service category, while supplementing with education about countries suffering from a shortage of potable water and ways we can mitigate this long-standing issue. In addition to working with the PfW nonprofit, our UTD chapter is eager to involve the introduction of a variety of other crafts including crochet, needle-felting, clay work, and ribbon-folding to invigorate the artistic community on campus and direct amplified attention on PfW’s mission and UTD’s creative student body simultaneously.","cxw230000@utdallas.edu","10","Active",,"0","https://www.instagram.com/paperforwater_utd/"
"Design Society Student Chapter","Educational/Departmental, Social","Our organization is dedicated to fostering a supportive community for students at UT Dallas interested in design by providing resources and events aimed at introducing students to the design process. Through our organization, we aim to empower students academically, professionally, and personally, while also celebrating diversity and promoting inclusivity on campus through a lens of design.","adb210011@utdallas.edu","63","Active",,"0","https://www.instagram.com/dssc_utd/"
"Product@Dallas","Academic Interests, Educational/Departmental","Cultivating Tomorrow's Product Leaders.

Our goal is to teach new members the fundamentals of product management and how to break into this industry.","jgm200005@utdallas.edu","10","Active",,"0","https://www.instagram.com/product.dallas/"
"International Management Studies Student Council","Academic Interests, Cultural, Social","The International Management Studies Student Council’s purpose is to bring awareness, collaboration, and opportunity to all students who have a passion to expand their interests, professionally and personally, on a global level. The student council will embody and fulfill the engagement and awareness of the IMSx (International Management Studies Experience) while creating events for networking, educational knowledge, post-graduation preparation, and program info sessions. The council will work as a cohesive unit to showcase all the International Management Studies program offers for all students. The intent is for this group to provide social, educational, and cultural interests.","tyler.resnick@utdallas.edu","4","Active",,"0",
"Salesforce Student Chapter","Academic Interests, Educational/Departmental, University Department","Mission: Our mission is to create a community that empowers students to become Salesforce professionals, innovators, and changemakers. We aim to cultivate a culture of excellence, inclusivity, and social responsibility, providing a platform where members can learn, collaborate, and impact using Salesforce technology. We are committed to using Salesforce technology to drive positive change and transform lives.

Purpose:
To provide a platform for students to learn and explore Salesforce technology and its applications.

To create a community of like-minded individuals interested in Salesforce and related technologies.

Organize workshops, training sessions, and hackathons to enhance students' skills in Salesforce technology and related areas.

To connect members with industry professionals and provide opportunities for networking and career development.

To promote the use of Salesforce technology for social impact and community service.

To encourage and support members in pursuing certifications and career opportunities in the Salesforce ecosystem.

Stay updated with the latest trends and updates in the Salesforce world and share that knowledge with the club members.

To participate in Salesforce events and conferences to learn and share knowledge with other Salesforce enthusiasts.","pak220003@utdallas.edu","125","Active",,"0","https://www.instagram.com/sscatutd?igsh=eXZiZHNiM2V6bDUz"
"Chinese Tea Club","Art and Music, Cultural, Social","Our club organizes social events and gatherings in order to foster a deeper understanding of the rich cultural heritage and diverse customs surrounding tea. Our goal is to offer a budget-friendly, welcoming space for students, a 'third place' apart from home and school.","kmb230000@utdallas.edu","6","Active",,"0","https://www.instagram.com/teaclub.utd/"
"Taiwanese Student Association","Cultural, Educational/Departmental, Social","Established with the primary objective of nurturing a robust sense of community and support among Taiwanese students on campus, the association is dedicated to delivering vital services, including orientation, consultation, and information dissemination, to aid members in navigating university life and the broader Dallas area, as well as in exploring their career pathways. Moreover, TSA endeavors to elevate cultural awareness by showcasing the rich traditions and customs of Taiwan, fostering meaningful interactions and collaborations with other organizations, providing support to Taiwanese international students, and fostering an inclusive and welcoming environment conducive to the free exchange of experiences and ideas among members. By steadfastly upholding democratic principles and embracing inclusivity, the Constitution ensures that TSA remains a dynamic and valuable.","kxt230002@utdallas.edu","50","Active",,"0","https://www.instagram.com/utd_tsa_2021"
"Novis A Cappella","Art and Music","Novis A Cappella aims to reach wider UT Dallas student body and spread the joy that music brings to all of us! Our singers are incredibly talented and passionate about the music we sing and our constantly excited to reach higher limits as an organization.","jan220004@utdallas.edu","18","Active",,"0","https://www.instagram.com/novisutd/"
"The Community Health Advocate","Academic Interests","The CHA is dedicated towards educating and empowering healthcare leaders of the future. Everyone deserves the opportunity to serve their community as they see fit, and the CHA wants to build the bridges that connect dedicated students to at-risk populations. Healthcare is more than just medicine or policy, it’s about humanity. The CHA wants to humanize the way we view Community Health policy and provide a platform for students to do so.","sks210009@utdallas.edu","24","Active",,"0","https://chautd.com/index.html"
"Geoclub at UTD","Educational/Departmental","The intention of our club is act as a support network for Geosciences students at UTD
and to promote geosciences awareness and knowledge within the University and the general community.","jkp160130@utdallas.edu","6","Active",,"0","https://linktr.ee/UTDGeoClub"
"Geriatric Health Society","Academic Interests, Educational/Departmental, Services, Social, Special Interest","The Geriatric Health Society (GHS) at The University of Texas at Dallas is dedicated to enhancing the educational experiences of its members through direct engagement in geriatric healthcare settings. Our mission is to foster a deep understanding of geriatric medicine, promote career development in this field, and support the elderly community through education, shadowing, and service.","txa220049@utdallas.edu","8","Active",,"0","https://www.instagram.com/ghs_utd/"
"Poker Club UTD","Educational/Departmental","Teach members the mathematical principles behind poker strategy. Events include
educational workshops, occasional poker tournaments, and social events, falling under
the umbrella of education.
","Mvl200002@utdallas.edu","15","Active",,"0","https://www.instagram.com/pokerutd/"
"Crochet club","Art and Music, Educational/Departmental, Social, Special Interest","The Crochet Club aims to provide a supportive and creative environment for individuals interested in the art of crochet. As an educational and social organization, we seek to foster a community of crochet enthusiasts at the University of Texas at Dallas. Our purpose is to promote the skill and artistry of crochet through workshops, demonstrations, and events while engaging in charitable initiatives by creating crochet items for donation to local charities or community organizations.","bxk220022@gmail.com","7","Active",,"0","https://www.instagram.com/crochetclub_utd/"
"Society of Hispanics Professional Engineering","Academic Interests, Educational/Departmental, Social","To empower the students at The University of Texas At Dallas to realize its fullest potential and to impact the world through STEM awareness, access, support, and development.","Lidice.Sanabria@UTDallas.edu","50","Active",,"0","https://www.instagram.com/shpeutd/"
"Kappa Delta Chi Sorority Incorporated","Fraternity & Sorority Life, Greek, Services, Social","Kappa Delta Chi Sorority, Inc. is a Latina-founded, 501(c)(7) national sorority that fosters professional development, academics and lifelong learning, and higher education degree attainment; an organization dedicated to community service to institutions of higher education and the community with an emphasis on the Hispanic/Latino population.
","vsm220000@utdallas.edu","6","Active",,"0","https://www.kappadeltachi.org/"
"Sigma Lambda Gamma","Fraternity & Sorority Life","Mission: Through excellence in the organization’s five founding principles, Sigma Lambda Gamma provides opportunities for lifelong empowerment to its members, thereby positively influencing the global community.

Purpose: “The purpose of Sigma Lambda Gamma Sorority shall be primarily one of promoting standards of excellence in morality, ethics, and education. Further, the Sorority shall work to better serve the needs and wants of all the people by disseminating information about the diverse culture, which we all share. Finally, the Sorority shall maintain respect for the views of others, through this valuing, thereby, enhancing our understanding of one another, and thus bettering our community, our country, and the world.”

Description: academics, community service, cultural awareness, social interaction, and morals and ethics.","jgs220001@utdallas.edu","7","Active",,"0","https://www.instagram.com/utdgammas/"
"Nepalese Graduate Student Association","Cultural, Social, Recreation","The main purpose of the NGSA social club is to provide a welcoming and supportive community to all Nepalese Students at UTD through a variety of activities and initiatives. One of the primary goals is to serve new graduate students by assisting them in finding suitable housing options that meet their needs and budget. NGSA provides a platform for all Nepalese at UTD to share their experiences and perspectives and helps them learn more about how to use the university’s resources and navigate university life and beyond.","kxp190021@utdallas.edu","19","Active",,"0",
"Harmony Comets","Academic Interests","The purpose of this organization is to establish higher chances of success in life and academic affairs, further appreciation of unfamiliar cultures with the encouragement of travel, networking familiarity, and academic support in the form of support classes, and foster achievement through interactive seminars with leaders and philanthropists.","mxm230088@utdallas.edu","7","Active",,"0",
"Sociology Club at UT Dallas","Academic Interests, Educational/Departmental","The Sociology Club at UT Dallas promotes a kind and healthy environment to encourage students at UT Dallas and the surrounding area to learn how to better their community. This club serves as a safe space and open forum for people to be heard and to promote amicable and civilized debate.","Aileen.Chantabutr@UTDallas.edu","8","Active",,"0","https://www.instagram.com/utdsocclub/"
"Intercollegiate Prayer Fellowship","Religious","To share the full gospel message with students on campus and disciple them to follow Christ.","jxa210037@utdallas.edu","5","Active",,"0",
"JOLT Action","Cultural, Political, Social","JOLT is a Progressive Organization that focuses on the political empowerment of young Latinos, specifically with the right to vote.","exa200022@utdallas.edu","5","Active",,"0","https://www.instagram.com/jolt_utdc/"
"Tau Sigma National Honor Society","Honor","Mission- Tau Sigma is an academic honor society designed specifically to “recognize and promote the academic excellence and involvement of transfer students.”

Purpose-Tau Sigma accomplishes its mission by establishing chapters at four year institutions across the country, recognizing the academic achievement of the most outstanding transfers nationwide and, in the process, helping universities better serve their transfer populations. Tau Sigma members (among the most accomplished transfer students on campus) are perhaps the greatest resource available to serve the current and future transfers at our institution.

Organization Description-Tau Sigma recognizes the academic excellence of transfer students, while encouraging and promoting involvement in the University community, especially in activities that assist other transfer students in making a successful transition.

Students are invited to join the organization after completing one semester (12 semester credit hours or more) and earning at least a 3.5 GPA at UTD.

Invitations are sent during the spring semester after a student’s first semester at UT Dallas. For more information, visit the Tau Sigma National Honor Society website.
","lid210000@utdallas.edu","77","Active",,"0","https://www.instagram.com/utd.tausigma/"
"Out in Tech at UT Dallas","Academic Interests, Educational/Departmental, Social","To unite the LGBTQ+ tech community by creating opportunities for our members to advance their careers, grow their networks, and leverage tech for social change.","yxt190027@utdallas.edu","11","Active",,"0","https://www.instagram.com/outintech/"
"Banking & Capital Markets Workshop","Academic Interests","Club focused on helping students break into Investment Banking","utdbcmw@gmail.com","10","Active",,"0","https://www.instagram.com/utdbcmw/"
"Comets for Israel","Cultural, Educational/Departmental, Political, Social","Comets for Israel will serve as an organization to educate the student body of about the state of Israel, and dispelling the negative rhetoric discussed about the state, and establish as a place for students who share a similar opinion and find like minded classmates. This organization will serve as a political organization.","noa.yurman@utdallas.edu","12","Active",,"0","https://www.instagram.com/noa.is.not.here/"
"Black Students in Medicine","Academic Interests, Educational/Departmental, Special Interest","The National Society of Black Women in Medicine is a multi-disciplined organization that works to increase the recruitment and retention of Black women pursuing broad careers in medicine, while simultaneously promoting the advancement of those already established in these fields.","cie210000@utdallas.edu","20","Active",,"0","https://www.instagram.com/bsm_utd/"
"Student Chess Society","Special Interest","This recreational organization is established to target all UTD students and faculty (as well as outside members), who enjoy playing chess or would like to learn how to play or would like to master the skills involved in playing chess","bjj210001@utdallas.edu","39","Active",,"0","https://www.instagram.com/utdchess/"
"Sri Lankan Student Association","Cultural","Sri Lankan Students Association is the representative body for Sri Lankan students who are studying at the University of Texas at Dallas","madhavidilshanianuruddhikaf.kaluduwage@utdallas.edu","27","Active",,"0","https://www.instagram.com/slsa_utd/"
"Kappa Theta Pi Mu Chapter","Academic Interests, Educational/Departmental, Greek","The goals of the fraternity are to create bonds between students of Informatics, computer science, business, design, computer engineering, Information, and any others who are interested in technology, to develop networks through facilitation of professional and social growth, and to expose members to career options in the technology field.","edl200000@utdallas.edu","31","Active",,"0","https://www.instagram.com/utdktp/"
"Society of Sustainable Business","Academic Interests, Services, Special Interest","SSB pursues initiatives geared towards fostering sustainable economic ventures that enhance access to sustainable livelihoods, entrepreneurial prospects, and poverty mitigation efforts both locally in the DFW area and on an international scale. Collaborating closely with DFW-based corporations committed to sustainability, we prioritize facilitating networking avenues for students/members with esteemed alumni and industry pioneers. Our comprehensive support encompasses funding for sustainable projects, and coveted internships and shadowing opportunities with prominent organizations. Additionally, we offer enriching project excursions to regions like Africa, alongside valuable leadership development and resume-enhancement opportunities.","axv210083@utdallas.edu","40","Active",,"0","https://www.instagram.com/ssb.utd/"
"National Association of Women MBAs, the University of Texas at Dallas Chapter ","Special Interest","NAWMBA is a distinctive community (organization) of professionals committed to the
advancement of women in business. This chapter will include a group of committed women and
other individuals who identify with our mission: propelling women MBA students and
professionals into leadership positions in business.","CXA230018@utdallas.edu","27","Active",,"0","https://www.instagram.com/nawmba_utd/"
"Kidney Disease Screening & Awareness Program (KDSAP) at UTDallas","Academic Interests, Services","The Kidney Disease Screening & Awareness Program (KDSAP) is an organization dedicated to serving local communities through free kidney health screenings and providing kidney health education to both members and the community.","Tasha.Rustandi@utdallas.edu, Serena.Zhou@utdallas.edu","11","Active",,"0","https://kdsap.org/about-kdsap/"
"UTeaD Tea and Coffee Club","Social","UTeaD is a campus organization whose primary purpose is to allow students to experience various types of tea and coffee from around the world, as well as learn about and engage in a wide variety of brewing styles and cultural practices associated with said beverages. Members have the opportunity to share their own experiences and culture while learning from others. Furthermore, the organization serves a secondary purpose of providing students with an informal space to socialize, network, and engage with students of differing backgrounds over a common interest.","kxr190027@utdallas.edu","20","Active",,"0","https://discord.gg/ndmFrdMF5j"
"Vida Volunteer","Services","Our mission is to promote human and animal health by bringing together the efforts of students, communities and the local healthcare systems. Our vision is to become leaders in the human and animal Health Promotion Movement, through service learning experiences in Central America.","rpp2200003@utdallas.edu","10","Active",,"0","https://www.instagram.com/utdvida/"
"Chemistry Graduate Student Organization","Academic Interests, Social","The Chemistry Graduate Student Organization is dedicated to the support of the UTDallas chemistry graduate student population. The purpose of CGSA is to foster acommunity ofchemistry graduate students. We will promote communication between the Chemistry Department and other UTD departments and the graduate students. We provide members with opportunities for networking, career development, community outreach, improved sustainability, and chances to meet other members of the department. Additionally, we will connect the students to on-campus resources to help with any concerns they may have.","mxh200061@utdallas.edu","148","Active",,"0","https://www.instagram.com/utdallascgsa/"
"Collegiate World Affairs Council","Academic Interests","The mission of the UT Dallas chapter is to foster international awareness, promote leadership 
development and increase cross-cultural understanding in the campus community by bringing 
speakers and lecturers who are experts on topics currently affecting the world. ","GHS200001@utdallas.edu","8","Active",,"0","https://linktr.ee/cwacatutd"
"Crowd UTD","Services, Social","UTD Crowd is dedicated to combating mental illness by promoting mental health through positivity at The University of Texas at Dallas. Our activities primarily involve hosting events where we give out free items such as food and bags. We will also host seminars where mental health professionals will give insightful presentations on addressing mental illness. This organization falls under the service and social categories.","eso210000@utdallas.edu","6","Active",,"0","https://www.instagram.com/utd_crowd/"
"Estudiantil de Español","Academic Interests, Cultural, Social","UTD Organización Estudiantil de Español will help students who are interested in improving their Spanish skills by offering them educational opportunities to speak in Spanish, write in Spanish, listen to Spanish, and read in Spanish while also involving Spanish cultural elements. The organization hopes to create an environment where students can improve in Spanish while having fun and not worrying.","Shreyas.Chandra@UTDallas.edu","7","Active",,"0","https://www.instagram.com/utd_oee?igsh=MXZ4ejVmc2NmZnptcA%3D%3D&utm_source=qr"
